timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,bbl_20_2.0,bbm_20_2.0,bbu_20_2.0,bbb_20_2.0,bbp_20_2.0,rsi_14,macd_12_26_9,macdh_12_26_9,macds_12_26_9,atr_14,obv,isa_9,isb_26,its_9,iks_26,ics_26,ao,stochk_14_3_3,stochd_14_3_3,cmf,adx_14,dmp_14,dmn_14,psar,kcle_20_2,kcbe_20_2,kcue_20_2,sqz_20_2.0_20_1.5,sqz_on,sqz_off,sqz_no,CDL_DOJI_10_0.1,zscore_14,volatility_ratio,roc_10,SUPERT_14_3.0,SUPERTd_14_3.0,SUPERTl_14_3.0,SUPERTs_14_3.0,SQZPRO_20_2.0_20_2_1.5_1,SQZPRO_ON_WIDE,SQZPRO_ON_NORMAL,SQZPRO_ON_NARROW,SQZPRO_OFF,SQZPRO_NO,vwap,ma_crossover,rsi_signal,supertrend_signal,combined_signal,signal
2025-04-07 18:45:00,0.519,0.5232,0.5093,0.5129,127284.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-995331.8200000001,0.0,0.0,0.4996,0.0,0.5598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48340011059200005,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.8256339689404327,0.0,1,0.0,0.0,0.0,0,0,0,0,1,0.49721337412248956,-1,1,1,0.3333333333333333,1
2025-04-07 19:00:00,0.5141,0.5211,0.5026,0.5042,200640.98,0.0,0.0,0.0,0.5054916666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1195972.8,0.0,0.0,0.5016,0.0,0.5731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48658410174464006,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.4582586172544269,0.0,1,0.0,0.0,0.0,0,0,0,0,1,0.4979821314974523,1,1,1,1.0,1
2025-04-07 19:15:00,0.5028,0.509,0.5008,0.5012,82232.17,0.0,0.0,0.0,0.5048314102564103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278204.97,0.0,0.0,0.50695,0.0,0.5871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48951337360506886,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,4.416666666666666,0.0,1,0.0,0.0,0.0,0,0,0,0,1,0.4981265507775142,1,1,1,1.0,1
2025-04-07 19:30:00,0.5015,0.5127,0.5008,0.5022,24102.84,0.0,0.0,0.0,0.5044265779092703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1254102.13,0.0,0.0,0.51035,0.0,0.5978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49220830371666335,0.0,0.0,0.0,0.0,0,0,1,100.0,-0.27366076044341814,0.0,1.9488428745432396,0.0,1,0.0,0.0,0.0,0,0,0,0,1,0.49817908081212653,1,1,1,1.0,1
2025-04-07 19:45:00,0.504,0.5118,0.5016,0.5023,290564.05,0.0,0.0,0.0,0.5040994120770748,0.0,0.0,0.0,0.0,0.0,0.0,45.635453644416955,0.0,0.0,0.0,0.012760220649573276,-963538.0799999998,0.0,0.0,0.512,0.0,0.5958,0.0,0.0,0.0,0.0,0.0,15.924832596998565,15.330839123613805,0.4946876394193303,0.0,0.0,0.0,0.0,0,0,1,0.0,-0.21905084197927308,2.540358480902504,0.2394731590500856,0.4684193380512802,1,0.4684193380512802,0.0,0.0,0,0,0,0,1,0.4987562312916213,1,0,1,0.6666666666666666,1
2025-04-07 20:00:00,0.5033,0.513,0.5013,0.5097,733696.79,0.0,0.0,0.0,0.5049610409882941,0.0,0.0,0.0,0.0,0.0,0.0,52.88485980380849,0.0,0.0,0.0,0.01264735486587111,-229841.2899999998,0.0,0.0,0.512,0.0,0.5954,0.0,60.875706214689274,0.0,0.0,0.0,15.36660101727723,13.821043623524092,0.49696862826578386,0.0,0.0,0.0,0.0,0,0,1,0.0,0.46166760029476184,2.481333110824232,0.5722178374112102,0.46920793540238664,1,0.46920793540238664,0.0,0.0,0,0,0,0,1,0.5003389420212543,1,0,1,0.6666666666666666,1
2025-04-07 20:15:00,0.5104,0.5178,0.5091,0.517,72344.3,0.0,0.0,0.0,0.5068131885285565,0.0,0.0,0.0,0.0,0.0,0.0,58.731202893893695,0.0,0.0,0.0,0.01224135978003132,-157496.98999999982,0.0,0.0,0.512,0.0,0.5939,0.0,70.92226407198162,0.0,0.0,0.0,18.276317620393854,12.810755997185522,0.4990671380045211,0.0,0.0,0.0,0.0,0,0,1,0.0,1.2366480620557105,2.3677678491356513,0.6815968841285411,0.476725920659906,1,0.476725920659906,0.0,0.0,0,0,0,0,1,0.5005762623890468,1,0,1,0.6666666666666666,1
2025-04-07 20:30:00,0.517,0.532,0.517,0.5316,489054.29,0.0,0.0,0.0,0.5106265441395478,0.0,0.0,0.0,0.0,0.0,0.0,67.434696577038,0.0,0.0,0.0,0.012516448315734154,331557.30000000016,0.0,0.0,0.5164,0.0,0.5959,0.0,85.3593100768242,72.38576012116503,0.0,0.0,27.405377819347514,11.279801313085676,0.5009977669641594,0.0,0.0,0.0,0.012149999999999985,0,0,1,0.0,2.443327624021815,2.3544861391523995,3.747072599531615,0.4869506550527975,1,0.4869506550527975,0.0,0.012149999999999985,0,0,0,0,1,0.5032291779906964,1,0,1,0.6666666666666666,1
2025-04-07 20:45:00,0.5316,0.5347,0.5238,0.5347,380161.24,0.0,0.0,0.0,0.5143301527334635,0.0,0.0,0.0,0.0,0.0,0.0,68.9328844002757,0.0,0.0,0.0,0.012359692556916503,711718.5400000002,0.0,0.0,0.5177499999999999,0.0,0.6058,0.0,94.8932083819089,83.72492751023823,0.0,0.0,27.180048578209398,10.31512423005246,0.5040979902677435,0.0,0.0,0.0,0.016933333333333328,0,0,1,0.0,2.110662384583086,2.311519086762017,4.57656952865245,0.49217092232925047,1,0.49217092232925047,0.0,0.016933333333333328,0,0,0,0,1,0.5052539263004967,1,0,1,0.6666666666666666,1
2025-04-07 21:00:00,0.5342,0.5368,0.529,0.5317,93397.31,0.5098149999999999,0.0,0.0,0.5170024369283153,0.0,0.4840273071989756,0.5098149999999999,0.5356026928010242,10.116490413590943,0.9243303223918259,65.77902166233727,0.0,0.0,0.0,0.011928529306925317,618321.2300000002,0.0,0.0,0.5188,0.0,0.5875,0.0,94.95493677697054,91.73581841190122,0.05377134541233904,0.0,27.164159485515754,9.677318613110053,0.5077702314356143,0.4846465789473683,0.5098149999999999,0.5349834210526315,0.020099999999999996,0,0,1,0.0,1.5070447986609619,2.243469871530058,2.151777137367913,0.4971144120792241,1,0.4971144120792241,0.0,0.020099999999999996,0,0,0,0,1,0.5057322472865566,1,0,1,0.6666666666666666,1
2025-04-07 21:15:00,0.5324,0.5343,0.5257,0.5343,70894.99,0.511095,0.0,0.0,0.5196636004778052,0.0,0.4832004503531603,0.511095,0.5389895496468396,10.91560263623776,0.915941470534353,67.18049592838108,0.0,0.0,0.0,0.011620900320420877,689216.2200000002,0.0,0.0,0.5188,0.0,0.5843,0.0,92.96296296296282,94.27036937394742,0.054165315681490335,0.0,25.3062274788951,11.63993924298072,0.5118343990346282,0.4877373809523809,0.5121469047619047,0.5365564285714286,0.02021666666666667,0,1,0,0.0,1.4579992649448426,2.1749766648738307,4.172353285240782,0.4971144120792241,1,0.4971144120792241,0.0,0.02021666666666667,0,0,0,1,0,0.5060702335244139,1,0,1,0.6666666666666666,1
2025-04-07 21:30:00,0.5346,0.5411,0.5309,0.5379,100221.91,0.512895,0.0,0.0,0.5224692004042968,0.0,0.48302967060285446,0.512895,0.5427603293971455,11.64578691433744,0.9186292350485515,69.0693384511838,0.0,0.0,0.0,0.011492278225309089,789438.1300000002,0.0,0.0,0.52095,0.0,0.5906,0.0,90.3161474129215,92.74468238428496,0.07175271230409329,0.0,28.629233660129536,10.70475599025903,0.5153295831697803,0.49057191609977324,0.5145995804988662,0.5386272448979592,0.020266666666666672,0,1,0,0.0,1.4584222125846937,2.1365083147999795,6.683855612852056,0.5015231653240728,1,0.5015231653240728,0.0,0.020266666666666672,0,0,0,1,0,0.5066280513437285,1,0,1,0.6666666666666666,1
2025-04-07 21:45:00,0.5391,0.556,0.5391,0.5465,97024.6,0.5162199999999999,0.0,0.0,0.5261662464959435,0.0,0.48694273236792734,0.5162199999999999,0.5454972676320724,11.342942013898156,1.017124760078859,73.0583761387373,0.0,0.0,0.0,0.012079213089370086,886462.7300000002,0.0,0.0,0.5286500000000001,0.0,0.5902,0.0,89.30165465929834,90.86025501172755,0.30669817221513457,0.0,35.77553407916949,9.279952850229037,0.5194528498626154,0.49245078123312813,0.5176377156894504,0.5428246501457726,0.023216666666666663,0,1,0,0.0,1.6822543045598852,2.210286018182998,9.038308060654431,0.5113123607318897,1,0.5113123607318897,0.0,0.023216666666666663,0,0,0,1,0,0.5073324742233276,1,-1,1,0.3333333333333333,1
2025-04-07 22:00:00,0.5473,0.5512,0.5439,0.5477,55017.87,0.518975,0.0,0.0,0.5294791316504137,0.0,0.48875223540110857,0.518975,0.5491977645988914,11.647098453255511,0.975221250954879,73.5705698109244,0.0,0.0,0.0,0.011661955650323927,941480.6000000002,0.0,0.0,0.5286500000000001,0.0,0.5894,0.0,86.60439217942718,88.74073141721567,0.29445958465360444,0.0,33.820360616308264,8.772792914916272,0.5260313368873446,0.49632213540140163,0.5205007903856932,0.5446794453699847,0.026333333333333337,0,1,0,100.0,1.4788094494139359,2.129259749922207,9.060135404221423,0.5125641330490283,1,0.5125641330490283,0.0,0.026333333333333337,0,0,0,1,0,0.5077250555058904,1,-1,1,0.3333333333333333,1
2025-04-07 22:15:00,0.5472,0.5555,0.5443,0.5542,72029.64,0.52163,0.0,0.0,0.5332823421657347,0.0,0.48892714997129455,0.52163,0.5543328500287055,12.538715192264807,0.9979688310256012,76.20896895749799,0.0,0.0,0.0,0.011622254201442627,1013510.2400000002,0.0,0.0,0.5325500000000001,0.0,0.5855,0.0,88.16425120772936,88.02343268215162,0.27815712878327986,0.0,34.19905347009588,8.046232716270241,0.5314256962476226,0.49970097964888727,0.5237102389203891,0.547719498191891,0.03163333333333335,0,1,0,0.0,1.5332230087595498,2.0971227357348656,10.33247063507865,0.5150332373956722,1,0.5150332373956722,0.0,0.03163333333333335,0,0,0,1,0,0.508274650609706,1,-1,1,0.3333333333333333,1
2025-04-07 22:30:00,0.5547,0.5562,0.5467,0.5536,50338.54,0.52397,0.0,0.0,0.5364081356786985,0.5180961538461538,0.48921364230820497,0.52397,0.5587263576917951,13.266544913561875,0.9262529500752991,75.46012249794911,0.018311981832544677,0.0,0.0,0.011442472443488219,963171.7000000002,0.0,0.0,0.5366,0.5161,0.58,0.0,92.33658591883352,89.03507643533003,0.27608206159274773,0.0,32.31200584819646,7.480326401568391,0.5358490709230506,0.5030246958728027,0.526556882832733,0.5500890697926634,0.03698333333333335,0,1,0,0.0,1.2894241003711036,2.06692060034108,8.612909554639971,0.5171225826695354,1,0.5171225826695354,0.0,0.03698333333333335,0,0,0,1,0,0.5086578637781354,1,-1,1,0.3333333333333333,1
2025-04-07 22:45:00,0.5534,0.5534,0.545,0.5461,111323.31,0.5256000000000001,0.0,0.0,0.5378991917281295,0.5201705128205127,0.4899152693719009,0.5256000000000001,0.5612847306280992,13.578664622564375,0.7872377013805686,66.64463049874472,0.017728678907616757,0.0,0.0,0.011204835876910357,851848.3900000001,0.0,0.0,0.54,0.5161,0.5777,0.0,91.2716475697169,90.59082823209326,0.21930531855245375,0.0,30.238649855563605,8.268750512054119,0.5399192567384404,0.5054890105515835,0.5284181320867585,0.5513472536219335,0.04045000000000002,0,1,0,0.0,0.7827092010197624,2.051791956951173,5.628626692456482,0.5171225826695354,1,0.5171225826695354,0.0,0.04045000000000002,0,0,0,1,0,0.5094062551464678,1,0,1,0.6666666666666666,1
2025-04-07 23:00:00,0.5472,0.5472,0.54,0.5416,92894.33,0.52706,0.0,0.0,0.5384685468468788,0.5217578822412156,0.4912657881774162,0.52706,0.5628542118225838,13.582594703670853,0.7031054639793215,61.96700458456062,0.016710664605663283,0.0,0.0,0.010874050144826411,758954.0600000002,0.0,0.0,0.54095,0.5161,0.5781,0.0,83.49400178423078,89.03407842426039,0.19792602302553264,45.79859997960619,28.58491603964905,11.614412909392232,0.0,0.507556723832385,0.5296735480784958,0.5517903723246065,0.042866666666666664,0,1,0,0.0,0.4230645498126584,2.007764059236782,1.8811136192626052,0.5171225826695354,1,0.5171225826695354,0.0,0.042866666666666664,0,0,0,1,0,0.5099279573598129,1,0,1,0.6666666666666666,1
2025-04-07 23:15:00,0.5424,0.5469,0.5383,0.5411,63850.07,0.52855,0.0,0.0,0.5388733857935128,0.5231906317048292,0.49302403766257696,0.52855,0.564075962337423,13.442800997984298,0.676631386938953,61.45090821710451,0.015682754088683692,0.0,0.0,0.010688295892915428,695103.9900000002,0.0,0.0,0.54095,0.5181,0.5804,0.0,75.89019747095143,83.55194894163304,0.24476929975757608,44.91099282253522,26.706180588513988,12.15026841105841,0.0,0.5091132263245389,0.5307617815948296,0.5524103368651202,0.04128333333333334,0,1,0,0.0,0.2676822080303924,1.9752903147136254,1.1969328595474233,0.5171225826695354,1,0.5171225826695354,0.0,0.04128333333333334,0,0,0,1,0,0.510268410596362,1,0,1,0.6666666666666666,1
2025-04-07 23:30:00,0.5413,0.5447,0.5391,0.5423,19499.17,0.52964,0.0,0.0,0.5394005572098954,0.5246061404674344,0.49383226899118016,0.52964,0.5654477310088198,13.521535763469467,0.6767774673698497,62.26323521782788,0.01479441674246107,0.0,0.0,0.010276881243091113,714603.1600000003,0.0,0.0,0.54355,0.52345,0.5765,0.0,72.12998735396144,77.17139553638123,0.2001833821233919,44.14471582329524,25.52953447602339,11.614940416693765,0.0,0.5112072047698208,0.5318606595381791,0.5525141143065373,0.035816666666666684,0,1,0,0.0,0.23072862984825812,1.8950546271604487,1.993605416588312,0.5171225826695354,1,0.5171225826695354,0.0,0.035816666666666684,0,0,0,1,0,0.51037073521344,1,0,1,0.6666666666666666,1
2025-04-07 23:45:00,0.5443,0.5558,0.5441,0.5527,140645.09,0.53163,0.0,0.0,0.5414466253314499,0.5266871670994763,0.49534418458956736,0.53163,0.5679158154104328,13.650777950993252,0.7903338365374305,68.46537065384705,0.014759458231973666,0.0,0.0,0.010535053153947949,855248.2500000002,0.0,0.0,0.54725,0.52685,0.5809,0.0,78.0183991849962,75.34619466996969,0.23870080616755582,44.7381957283604,31.348647144085707,10.422747038596198,0.5383,0.5125874709822189,0.5338453586297811,0.5551032462773433,0.029983333333333344,0,1,0,0.0,1.285080006631506,1.9061069574720373,3.4437581882837307,0.5183448405381561,1,0.5183448405381561,0.0,0.029983333333333344,0,0,0,1,0,0.5112902883359831,1,0,1,0.6666666666666666,1
2025-04-08 00:00:00,0.553,0.5593,0.5462,0.5574,152489.99,0.53429,0.0,0.0,0.543900990665073,0.5289621917587743,0.4986431824702402,0.53429,0.5699368175297599,13.343621452679198,0.8241523591931667,70.80094939530035,0.014938798906298678,0.0,0.0,0.01073873921925917,1007738.2400000002,0.0,0.0,0.5488,0.53005,0.5849,0.0,85.40254620433137,78.51697758109634,0.32820735799641726,45.568498617457145,30.900021432867156,9.413068450637866,0.53865,0.5143600927934362,0.5360886578078972,0.5578172228223581,0.025700000000000018,0,1,0,0.0,1.597001025968738,1.9265768244096106,3.6252091466815317,0.5205337823422226,1,0.5205337823422226,0.0,0.025700000000000018,0,0,0,1,0,0.5543,1,-1,1,0.3333333333333333,1
2025-04-08 00:15:00,0.5583,0.5591,0.5442,0.5448,58081.48,0.53647,0.0,0.0,0.5440392997935233,0.5301353627396059,0.5039924939381117,0.53647,0.5689475060618883,12.107855448352476,0.628242605576403,58.328660625000694,0.013903937053917348,0.0,0.0,0.011066573784254342,949656.7600000002,0.0,0.0,0.5488,0.53005,0.5768,0.0,80.85485133020335,81.42526557317699,0.33727791235299576,45.748646710235576,27.62237824858843,9.838392779470519,0.539476,0.5144210363369185,0.5369183094452403,0.5594155825535622,0.02015,0,1,0,0.0,-0.04396404945175781,2.0313094317647473,-0.3110704483074172,0.5205337823422226,1,0.5205337823422226,0.0,0.02015,0,0,0,1,0,0.5529392491759053,1,0,1,0.6666666666666666,1
2025-04-08 00:30:00,0.5441,0.5441,0.5367,0.5433,37200.55,0.538525,0.0,0.0,0.5439255613637505,0.5311105210551906,0.5100234298678129,0.538525,0.5670265701321872,10.585049953924933,0.5837673148857072,57.04042522864373,0.012815040308559844,-0.0027011519889644908,0.015516192297524335,0.010834565830350317,912456.2100000002,0.0,0.0,0.548,0.53005,0.5782,0.02313294117647058,67.95802593337801,78.07180782263758,0.35085064867351284,44.0943931278095,26.00734192776402,14.676898616880951,0.0,0.5156285566857833,0.5375260894980746,0.5594236223103658,0.01573333333333334,0,1,0,100.0,-0.40191197740424806,1.994214215046994,-0.8033595033777542,0.5205337823422226,1,0.5205337823422226,0.0,0.01573333333333334,0,0,0,1,0,0.5512017388861477,1,0,1,0.6666666666666666,1
2025-04-08 00:45:00,0.5422,0.5485,0.5393,0.5441,46617.65,0.5406150000000001,0.0,0.0,0.5439523980770196,0.5320727046807321,0.5174065295635413,0.5406150000000001,0.5638234704364589,8.585951346691747,0.5750803464093283,57.5785489721011,0.011879693396287472,-0.002909199120989492,0.014788892517276964,0.010707591459023903,959073.8600000002,0.0,0.0,0.548,0.53005,0.5802,0.022347647058823417,51.90168790520901,66.90485505626346,0.4660441454385446,43.130399502592034,27.463603726828506,13.697309426194877,0.0,0.5165877417633278,0.5381521762125436,0.5597166106617595,0.011316666666666678,0,1,0,0.0,-0.44491864548803295,1.9679454988097596,-1.82244677011909,0.5205337823422226,1,0.5205337823422226,0.0,0.011316666666666678,0,0,0,1,0,0.5500560394991668,1,0,1,0.6666666666666666,1
2025-04-08 01:00:00,0.543,0.5549,0.543,0.5535,84674.71,0.542805,0.0,0.0,0.5454212599113243,0.5336599117414186,0.5237916915030557,0.542805,0.5618183084969443,7.00557603446699,0.7812503673865824,63.38261168538824,0.011761348169905705,-0.002422035477897008,0.014183383647802713,0.010799643173305118,1043748.5700000002,0.0,0.0,0.548,0.53005,0.5813,0.020825588235294235,57.73203626874324,59.197250035776754,0.48676643205493486,42.91046059601268,29.702302888274122,12.532165369029006,0.0,0.5178365282620585,0.5396138737161109,0.5613912191701633,0.01050000000000001,0,1,0,0.0,1.0522163515787015,1.9511550448609065,-0.01806358381502691,0.5205337823422226,1,0.5205337823422226,0.0,0.01050000000000001,1,0,0,0,0,0.5501477646470855,1,0,1,0.6666666666666666,1
2025-04-08 01:15:00,0.5547,0.562,0.5496,0.5598,291399.3,0.544945,0.0,0.0,0.5476333737711205,0.5355962145753876,0.5285812015412078,0.544945,0.5613087984587922,6.005669731364527,0.9538982815453344,66.67364150813717,0.012037159195732894,-0.001716979561655856,0.01375413875738875,0.010922479024869291,1335147.87,0.0,0.0,0.54935,0.5314000000000001,0.5762,0.019438529411764716,70.7065014171213,60.113408530357844,0.4956746750642108,43.30717219417453,32.103463436567814,11.440134545305161,0.5367,0.519471144618053,0.5415363619336242,0.5636015792491954,0.00843333333333333,0,1,0,0.0,1.759692693672315,1.9511395185547145,2.508698040651883,0.5230325629253922,1,0.5230325629253922,0.0,0.00843333333333333,1,0,0,0,0,0.5531838572588055,1,0,1,0.6666666666666666,1
2025-04-08 01:30:00,0.558,0.5777,0.557,0.5731,410408.59,0.5470200000000001,0.0,0.0,0.5515513162678712,0.5383742727549885,0.5276945142363778,0.5470200000000001,0.5663454857636223,7.06573279354402,1.1747566482673426,72.32797228562517,0.013177043512882736,-0.000461676195604813,0.013638719708487549,0.011668979082716762,1745556.4600000002,0.0,0.0,0.5571999999999999,0.53925,0.5699,0.020268235294117587,84.80703960560182,71.08185909715546,0.4149620754208057,44.63166131262794,38.027758564921264,9.890712589811953,0.537206,0.5206357975115717,0.5445424227018505,0.5684490478921292,0.0073999999999999995,0,1,0,0.0,2.4963714681793103,2.0361157010498623,5.816100443131478,0.5323430627518497,1,0.5323430627518497,0.0,0.0073999999999999995,1,0,0,0,0,0.5592905206597631,1,-1,1,0.3333333333333333,1
2025-04-08 01:45:00,0.5734,0.5894,0.5653,0.5871,303928.33,0.5496399999999999,0.0,0.0,0.5570203445343526,0.5419835858842487,0.5244022980443948,0.5496399999999999,0.5748777019556051,9.183357090315535,1.2421436402152375,76.79170053597667,0.015036758650103899,0.0011184311532930792,0.01391832749681082,0.012613423456427766,2049484.7900000003,0.0,0.0,0.56305,0.5451,0.5681,0.025270000000000015,91.9068364184177,82.47345914704694,0.3713340610626358,46.338329825148705,39.554859389682726,8.454954622019724,0.5388257599999999,0.5223752453676125,0.5485955253016742,0.5748158052357359,0.012483333333333327,0,1,0,0.0,2.5677264026945115,2.148428454509925,8.501201256699302,0.5395097296307168,1,0.5395097296307168,0.0,0.012483333333333327,0,0,0,1,0,0.5639674066092981,1,-1,1,0.3333333333333333,1
2025-04-08 02:00:00,0.5872,0.6045,0.5805,0.5978,570785.39,0.552945,0.0,0.0,0.5632941376829137,0.546118135078008,0.5214369391266307,0.552945,0.5844530608733693,11.396453851059084,1.2118019763303096,79.51188962143881,0.017176002604905705,0.002606140086475908,0.014569862518429797,0.013474601259591745,2620270.18,0.0,0.0,0.5706,0.5529,0.5752,0.032351764705882635,91.51138517648714,89.40842040016888,0.40793785925204706,48.378900529484284,42.701893235051486,7.316000428918084,0.5418602144,0.5249871267611732,0.5532816657491338,0.5815762047370945,0.020950000000000007,0,1,0,0.0,2.3272551269586614,2.2540316593495726,10.234187718974734,0.5520761962212248,1,0.5520761962212248,0.0,0.020950000000000007,0,0,0,1,0,0.5728109834486661,1,-1,1,0.3333333333333333,1
