Datetime,close,high,low,open,volume
2024-04-12 21:00:00+00:00,151.6833038330078,152.8151092529297,151.1223602294922,152.11720275878906,0
2024-04-12 22:00:00+00:00,151.17967224121094,152.61993408203125,150.24456787109375,151.65478515625,139322368
2024-04-12 23:00:00+00:00,153.6408233642578,154.22850036621094,150.55616760253906,151.2963409423828,163330048
2024-04-13 00:00:00+00:00,151.8852081298828,153.5567169189453,151.53436279296875,153.5567169189453,76817408
2024-04-13 01:00:00+00:00,146.3022918701172,151.8655242919922,145.97450256347656,151.8655242919922,174161920
2024-04-13 02:00:00+00:00,149.2459259033203,149.55775451660156,146.20010375976562,146.20010375976562,264631808
2024-04-13 03:00:00+00:00,151.6396942138672,151.88502502441406,149.14572143554688,149.2458038330078,105652224
2024-04-13 04:00:00+00:00,153.78782653808594,154.77403259277344,151.6302032470703,151.68426513671875,139099136
2024-04-13 05:00:00+00:00,153.0384063720703,154.9081268310547,152.79165649414062,153.7972412109375,135411200
2024-04-13 06:00:00+00:00,153.08889770507812,153.70901489257812,152.19020080566406,152.99635314941406,44772352
2024-04-13 07:00:00+00:00,151.09664916992188,153.56654357910156,150.94696044921875,153.11619567871094,14827520
2024-04-13 08:00:00+00:00,150.14683532714844,151.7359619140625,149.8818817138672,151.13877868652344,24723968
2024-04-13 09:00:00+00:00,151.3006134033203,151.41769409179688,150.08489990234375,150.115234375,33730048
2024-04-13 10:00:00+00:00,152.0341796875,152.0341796875,150.9431915283203,151.2896270751953,23414272
2024-04-13 11:00:00+00:00,151.3555450439453,153.36041259765625,151.2422637939453,152.01754760742188,26928128
2024-04-13 12:00:00+00:00,152.29869079589844,152.4401092529297,150.60107421875,151.33154296875,0
2024-04-13 13:00:00+00:00,151.22276306152344,153.00074768066406,150.99200439453125,152.21490478515625,0
2024-04-13 14:00:00+00:00,149.78160095214844,151.50390625,149.4696807861328,151.23194885253906,4264960
2024-04-13 15:00:00+00:00,149.2188720703125,151.73562622070312,148.7467498779297,149.7978057861328,84417024
2024-04-13 16:00:00+00:00,145.15553283691406,149.60153198242188,145.07713317871094,149.16050720214844,115216384
2024-04-13 17:00:00+00:00,139.4130401611328,145.51393127441406,138.04110717773438,145.2815704345703,334471168
2024-04-13 18:00:00+00:00,143.9964599609375,144.02615356445312,137.22341918945312,139.3631134033203,0
2024-04-13 19:00:00+00:00,132.9862518310547,143.79620361328125,132.77020263671875,143.79620361328125,0
2024-04-13 20:00:00+00:00,124.87136840820312,134.0390625,121.80486297607422,133.25503540039062,1465862144
2024-04-13 21:00:00+00:00,132.26223754882812,132.26223754882812,124.52045440673828,124.52045440673828,695990272
2024-04-13 22:00:00+00:00,142.59503173828125,142.59503173828125,130.40228271484375,132.29104614257812,891998208
2024-04-13 23:00:00+00:00,139.41197204589844,141.9132843017578,139.31932067871094,141.9132843017578,294057984
2024-04-14 00:00:00+00:00,138.28114318847656,140.6639404296875,136.31666564941406,139.30718994140625,300530688
2024-04-14 01:00:00+00:00,139.63148498535156,139.80160522460938,136.6638641357422,138.39813232421875,33374208
2024-04-14 02:00:00+00:00,134.99588012695312,139.5496063232422,134.86766052246094,139.5496063232422,0
2024-04-14 03:00:00+00:00,135.0496063232422,135.09715270996094,131.490234375,134.72335815429688,269661184
2024-04-14 04:00:00+00:00,140.82630920410156,141.0442657470703,134.61656188964844,134.8853302001953,271340544
2024-04-14 05:00:00+00:00,142.6230010986328,143.2179412841797,140.24002075195312,140.6466522216797,93623296
2024-04-14 06:00:00+00:00,143.21597290039062,144.31298828125,141.5347137451172,142.60145568847656,78446592
2024-04-14 07:00:00+00:00,144.1780242919922,144.33287048339844,142.35372924804688,143.22508239746094,104730624
2024-04-14 08:00:00+00:00,143.08914184570312,145.39950561523438,142.8657989501953,144.16845703125,0
2024-04-14 09:00:00+00:00,141.01026916503906,144.06349182128906,140.98046875,143.11447143554688,405679104
2024-04-14 10:00:00+00:00,143.3455352783203,144.10818481445312,141.1619873046875,141.1619873046875,112503808
2024-04-14 11:00:00+00:00,138.96693420410156,143.34951782226562,138.66065979003906,143.2751922607422,54152192
2024-04-14 12:00:00+00:00,141.6085205078125,142.64939880371094,138.79905700683594,139.00936889648438,160445440
2024-04-14 13:00:00+00:00,138.17837524414062,142.85313415527344,137.83302307128906,141.60726928710938,174856192
2024-04-14 14:00:00+00:00,137.63986206054688,138.9011688232422,136.2860870361328,138.16319274902344,189718528
2024-04-14 15:00:00+00:00,137.77293395996094,140.17950439453125,137.43215942382812,137.66993713378906,66516992
2024-04-14 16:00:00+00:00,139.35992431640625,141.2420196533203,137.78663635253906,137.78663635253906,0
2024-04-14 17:00:00+00:00,137.88735961914062,140.4067840576172,134.42137145996094,139.32652282714844,0
2024-04-14 18:00:00+00:00,142.37802124023438,142.98504638671875,137.7714080810547,137.89871215820312,0
2024-04-14 19:00:00+00:00,141.6709442138672,142.52755737304688,141.03811645507812,142.4188232421875,0
2024-04-14 20:00:00+00:00,141.54676818847656,143.69686889648438,141.31227111816406,141.69656372070312,0
2024-04-14 21:00:00+00:00,141.285888671875,141.5714569091797,140.1846160888672,141.50352478027344,0
2024-04-14 22:00:00+00:00,150.7046356201172,150.87734985351562,141.40773010253906,141.40773010253906,0
2024-04-14 23:00:00+00:00,151.23887634277344,152.36761474609375,150.7180938720703,150.75543212890625,0
2024-04-15 00:00:00+00:00,148.3437042236328,151.400146484375,148.2856903076172,151.400146484375,0
2024-04-15 01:00:00+00:00,148.56333923339844,149.31695556640625,147.56658935546875,148.43869018554688,0
2024-04-15 02:00:00+00:00,146.984375,148.55953979492188,146.75238037109375,148.55953979492188,0
2024-04-15 03:00:00+00:00,148.3765411376953,149.06784057617188,147.0506591796875,147.0506591796875,0
2024-04-15 04:00:00+00:00,148.22125244140625,148.59445190429688,146.58139038085938,148.3729705810547,0
2024-04-15 05:00:00+00:00,151.7806854248047,151.7806854248047,148.23411560058594,148.23411560058594,0
2024-04-15 06:00:00+00:00,155.28436279296875,155.8724822998047,151.53729248046875,151.84280395507812,139442688
2024-04-15 07:00:00+00:00,154.59063720703125,155.651123046875,154.5902099609375,155.41598510742188,31577088
2024-04-15 08:00:00+00:00,153.29644775390625,155.03280639648438,153.1365509033203,154.51878356933594,0
2024-04-15 09:00:00+00:00,154.31118774414062,154.81411743164062,152.57440185546875,153.31964111328125,0
2024-04-15 10:00:00+00:00,153.90415954589844,154.34901428222656,153.6659698486328,154.3034210205078,0
2024-04-15 11:00:00+00:00,151.27783203125,153.87686157226562,151.24176025390625,153.87686157226562,0
2024-04-15 12:00:00+00:00,151.0408935546875,151.66513061523438,150.06056213378906,151.212158203125,0
2024-04-15 13:00:00+00:00,149.45993041992188,152.16603088378906,149.44459533691406,151.04287719726562,0
2024-04-15 14:00:00+00:00,144.8634490966797,150.69369506835938,144.8634490966797,149.55361938476562,102126080
2024-04-15 15:00:00+00:00,143.12559509277344,146.03428649902344,142.0971221923828,145.13720703125,261936128
2024-04-15 16:00:00+00:00,140.73150634765625,144.15928649902344,140.58473205566406,143.20848083496094,35591680
2024-04-15 17:00:00+00:00,139.6939697265625,142.3934326171875,138.23313903808594,140.50216674804688,0
2024-04-15 18:00:00+00:00,136.09278869628906,139.82235717773438,136.0288543701172,139.48646545410156,0
2024-04-15 19:00:00+00:00,138.5631103515625,139.0430450439453,134.5835418701172,136.05691528320312,178916864
2024-04-15 20:00:00+00:00,136.32623291015625,139.3524932861328,136.32623291015625,138.37583923339844,0
2024-04-15 21:00:00+00:00,138.55850219726562,138.6246337890625,135.95530700683594,136.3276824951172,11893760
2024-04-15 22:00:00+00:00,139.79737854003906,139.86956787109375,137.42318725585938,138.57801818847656,0
2024-04-15 23:00:00+00:00,138.5079345703125,139.94918823242188,137.95591735839844,139.819580078125,0
2024-04-16 00:00:00+00:00,137.59417724609375,138.8268280029297,136.1614990234375,138.5224609375,0
2024-04-16 01:00:00+00:00,137.78329467773438,140.2570343017578,137.34181213378906,137.5940704345703,0
2024-04-16 02:00:00+00:00,137.8363037109375,138.2598114013672,136.20774841308594,137.79176330566406,0
